run,pctApp,pctTest,lockdown,schools,compliance,deaths,propInfected,mortality,days,tests,household,relations,friends,school,random,work
816,60,1.5,false,true,High,172,33.42402922999184,0.5,417,51757,0.36,0.02,0.18,0.07,0.2,0.15
830,80,1.5,false,true,High,137,28.153301978466207,0.47,414,63771,0.38,0.02,0.18,0.07,0.2,0.14
850,0,1,false,true,Low,236,42.279511796944846,0.54,300,23372,0.34,0.03,0.2,0.06,0.21,0.17
763,80,100,false,true,High,127,24.27799587981498,0.51,639,213212,0.38,0.02,0.18,0.08,0.2,0.14
862,20,0,false,true,Low,364,51.600458662105964,0.69,323,0,0.33,0.03,0.2,0.06,0.22,0.17
852,0,3,false,true,Low,238,41.042484549306174,0.56,303,31903,0.35,0.02,0.19,0.06,0.21,0.16
851,0,1.5,false,true,Low,255,40.70431842033661,0.61,326,31357,0.35,0.03,0.19,0.06,0.21,0.16
861,20,100,false,true,High,232,40.430287246861276,0.56,285,52639,0.35,0.03,0.19,0.06,0.21,0.17
857,20,1,false,true,High,229,39.21075135072103,0.57,322,26128,0.34,0.03,0.19,0.06,0.21,0.16
855,20,0,false,true,High,315,50.16713958098495,0.61,252,0,0.33,0.03,0.2,0.06,0.22,0.17
849,0,0.5,false,true,Low,294,46.81560228553659,0.61,278,12312,0.33,0.03,0.2,0.05,0.21,0.17
836,80,1,false,true,Low,176,32.391067749834804,0.53,377,38950,0.37,0.03,0.18,0.07,0.21,0.15
863,20,0.5,false,true,Low,295,46.03723714385664,0.62,259,12809,0.33,0.03,0.2,0.06,0.21,0.17
825,60,6,false,true,Low,182,31.565087262409143,0.56,477,175831,0.37,0.02,0.18,0.07,0.2,0.15
826,60,100,false,true,Low,149,30.02682007229759,0.48,462,173917,0.37,0.02,0.18,0.07,0.21,0.15
839,80,6,false,true,Low,108,25.480040424456796,0.41,399,184670,0.38,0.03,0.18,0.08,0.2,0.14
864,20,1,false,true,Low,269,42.24258561044817,0.62,272,23855,0.35,0.03,0.19,0.06,0.21,0.17
856,20,0.5,false,true,High,278,45.17238698643449,0.6,288,13793,0.34,0.03,0.19,0.06,0.21,0.17
867,20,6,false,true,Low,253,39.22532747696972,0.63,268,52812,0.35,0.03,0.19,0.06,0.2,0.17
870,40,0.5,false,true,High,254,41.17075446029463,0.6,314,15750,0.35,0.03,0.19,0.06,0.21,0.16
832,80,6,false,true,High,121,25.467407781707934,0.46,476,203614,0.38,0.02,0.17,0.08,0.2,0.14
840,80,100,false,true,Low,105,25.594705950946476,0.4,439,236368,0.38,0.02,0.17,0.08,0.2,0.14
837,80,1.5,false,true,Low,163,32.01694717611848,0.49,431,63345,0.37,0.02,0.18,0.07,0.2,0.15
835,80,0.5,false,true,Low,214,33.73304310646403,0.62,371,22061,0.36,0.03,0.19,0.07,0.21,0.15
834,80,0,false,true,Low,282,42.95098534613441,0.64,408,0,0.34,0.03,0.19,0.06,0.21,0.16
829,80,1,false,true,High,162,28.46911804718778,0.55,505,49564,0.38,0.03,0.17,0.08,0.2,0.15
858,20,1.5,false,true,High,240,39.593617600186576,0.59,350,35882,0.34,0.03,0.19,0.06,0.22,0.16
873,40,3,false,true,High,210,35.746492012282815,0.57,290,79068,0.36,0.03,0.19,0.07,0.2,0.16
859,20,3,false,true,High,201,39.054300928985114,0.5,359,50819,0.35,0.02,0.19,0.06,0.21,0.16
872,40,1.5,false,true,High,193,37.053484665915185,0.51,306,41643,0.35,0.02,0.19,0.06,0.21,0.16
833,80,100,false,true,High,116,24.508298674544253,0.46,508,216493,0.38,0.02,0.17,0.07,0.2,0.14
831,80,3,false,true,High,139,26.24577292338788,0.51,490,119782,0.38,0.02,0.18,0.08,0.2,0.15
876,40,0,false,true,Low,328,48.958292844093755,0.65,283,0,0.33,0.03,0.2,0.06,0.21,0.17
877,40,0.5,false,true,Low,243,42.9422396703852,0.55,281,15618,0.34,0.03,0.19,0.06,0.21,0.16
875,40,100,false,true,High,205,35.351964861818324,0.56,386,100252,0.36,0.03,0.19,0.06,0.21,0.16
866,20,3,false,true,Low,232,39.87056399891165,0.57,333,53145,0.35,0.03,0.19,0.06,0.21,0.16
868,20,100,false,true,Low,231,39.098029307731174,0.57,349,52825,0.35,0.02,0.19,0.06,0.21,0.16
871,40,1,false,true,High,216,37.00101061141991,0.57,356,31676,0.35,0.03,0.19,0.06,0.21,0.16
884,60,0.5,false,true,High,220,35.42873246006141,0.6,321,18373,0.36,0.03,0.19,0.07,0.21,0.15
874,40,6,false,true,High,182,34.603723714385666,0.51,337,97190,0.36,0.02,0.19,0.07,0.21,0.16
880,40,3,false,true,Low,211,36.86205154118242,0.56,308,74515,0.35,0.02,0.19,0.06,0.21,0.16
869,40,0,false,true,High,289,47.47055622497765,0.59,326,0,0.33,0.03,0.2,0.06,0.21,0.17
892,60,1,false,true,Low,198,35.310179966572086,0.54,295,34546,0.36,0.03,0.19,0.07,0.21,0.16
865,20,1.5,false,true,Low,228,40.33797178061958,0.55,385,36477,0.35,0.02,0.19,0.06,0.21,0.16
878,40,1,false,true,Low,217,39.20297741672173,0.54,330,30826,0.35,0.03,0.19,0.06,0.21,0.16
883,60,0,false,true,High,276,44.45912854199868,0.6,343,0,0.34,0.03,0.19,0.06,0.21,0.17
885,60,1,false,true,High,160,33.08975006802192,0.47,367,36092,0.36,0.02,0.18,0.07,0.21,0.15
879,40,1.5,false,true,Low,201,38.1389202005675,0.51,346,43588,0.36,0.03,0.19,0.06,0.21,0.16
891,60,0.5,false,true,Low,221,38.527616900532514,0.56,332,17858,0.35,0.03,0.19,0.06,0.21,0.16
890,60,0,false,true,Low,260,45.990593539860846,0.55,315,0,0.33,0.03,0.2,0.06,0.22,0.17
887,60,3,false,true,High,180,30.837252691724647,0.57,367,93651,0.37,0.02,0.18,0.07,0.2,0.15
889,60,100,false,true,High,161,29.879115326310878,0.52,389,160940,0.37,0.02,0.18,0.07,0.21,0.15
888,60,6,false,true,High,183,28.818945077156293,0.62,355,153725,0.38,0.02,0.18,0.07,0.2,0.15
900,80,1.5,false,true,High,118,26.51300190461383,0.43,437,66199,0.38,0.02,0.17,0.07,0.2,0.15
893,60,1.5,false,true,Low,187,34.24709449216776,0.53,347,49825,0.36,0.02,0.19,0.07,0.21,0.16
894,60,3,false,true,Low,192,33.21510475376064,0.56,344,94058,0.36,0.03,0.18,0.07,0.2,0.16
898,80,0.5,false,true,High,135,29.153224239126207,0.45,368,23464,0.37,0.03,0.18,0.07,0.2,0.15
882,40,100,false,true,Low,184,36.14490612974696,0.49,409,108049,0.35,0.02,0.19,0.06,0.21,0.16
897,80,0,false,true,High,297,40.32145217087107,0.72,405,0,0.35,0.03,0.19,0.06,0.21,0.16
886,60,1.5,false,true,High,160,33.49302289423563,0.46,384,53149,0.36,0.02,0.19,0.07,0.21,0.15
896,60,100,false,true,Low,169,31.78372915613946,0.52,355,183443,0.37,0.02,0.19,0.07,0.21,0.15
920,0,1,false,true,Low,264,43.15407937186613,0.59,277,23177,0.34,0.03,0.19,0.06,0.21,0.17
905,80,0.5,false,true,Low,189,32.91872352003731,0.56,346,21039,0.36,0.03,0.19,0.07,0.2,0.15
895,60,6,false,true,Low,169,30.370816651766624,0.54,428,167429,0.37,0.02,0.19,0.07,0.2,0.15
881,40,6,false,true,Low,199,35.85824231352276,0.54,460,105905,0.36,0.02,0.19,0.07,0.21,0.16
904,80,0,false,true,Low,247,43.76044622381156,0.55,317,0,0.34,0.03,0.19,0.06,0.21,0.16
919,0,0.5,false,true,Low,266,46.5211645353131,0.56,265,12733,0.33,0.03,0.2,0.06,0.22,0.17
921,0,1.5,false,true,Low,280,42.25133128619738,0.64,295,31400,0.34,0.03,0.2,0.06,0.21,0.17
928,20,1.5,false,true,High,247,39.74423757142302,0.6,299,36350,0.35,0.03,0.19,0.06,0.21,0.16
926,20,0.5,false,true,High,310,45.3822832044156,0.66,264,13645,0.34,0.03,0.2,0.05,0.21,0.17
935,20,1.5,false,true,Low,270,40.46624169160804,0.65,285,35926,0.34,0.03,0.19,0.06,0.21,0.16
923,0,6,false,true,Low,224,40.27480856687527,0.54,325,31327,0.35,0.03,0.19,0.06,0.21,0.16
924,0,100,false,true,Low,280,41.2378046410386,0.66,290,31936,0.34,0.03,0.2,0.06,0.21,0.17
902,80,6,false,true,High,106,22.847592023943715,0.45,453,190732,0.38,0.02,0.17,0.08,0.2,0.15
907,80,1.5,false,true,Low,151,30.115248571539627,0.49,375,58005,0.37,0.02,0.19,0.07,0.2,0.15
918,0,0,false,true,Low,325,51.91627473082754,0.61,305,0,0.32,0.03,0.2,0.05,0.22,0.17
931,20,100,false,true,High,215,39.17188168072453,0.53,296,51710,0.35,0.03,0.19,0.06,0.21,0.17
925,20,0,false,true,High,334,50.11952423523924,0.65,292,0,0.33,0.03,0.21,0.05,0.21,0.17
932,20,0,false,true,Low,367,50.69868231818712,0.7,259,0,0.32,0.03,0.2,0.05,0.22,0.17
901,80,3,false,true,High,165,27.33120845804019,0.59,450,114642,0.38,0.02,0.18,0.07,0.2,0.15
922,0,3,false,true,Low,246,41.148404400046644,0.58,291,32050,0.35,0.03,0.2,0.06,0.21,0.16
899,80,1,false,true,High,143,28.79853850040813,0.48,460,45670,0.37,0.02,0.18,0.07,0.2,0.15
929,20,3,false,true,High,229,39.5411435456913,0.56,286,52118,0.35,0.03,0.19,0.06,0.21,0.16
930,20,6,false,true,High,202,39.1155206592296,0.5,352,52044,0.35,0.02,0.19,0.06,0.21,0.17
940,40,0.5,false,true,High,269,41.7567147354919,0.63,280,16097,0.35,0.03,0.2,0.06,0.21,0.16
933,20,0.5,false,true,Low,303,45.861351887122474,0.64,329,13406,0.33,0.03,0.2,0.06,0.22,0.17
941,40,1,false,true,High,231,36.2411085629883,0.62,360,32658,0.35,0.02,0.19,0.06,0.21,0.16
927,20,1,false,true,High,245,40.029929645897305,0.59,345,26542,0.34,0.03,0.19,0.06,0.21,0.17
908,80,3,false,true,Low,145,29.50499475259455,0.48,426,102781,0.37,0.02,0.18,0.07,0.2,0.15
910,80,100,false,true,Low,123,23.935942783845764,0.5,467,221469,0.38,0.02,0.18,0.07,0.2,0.14
942,40,1.5,false,true,High,194,37.05639989116493,0.51,306,43443,0.35,0.02,0.19,0.06,0.21,0.16
936,20,3,false,true,Low,226,39.639289462432465,0.55,337,53404,0.35,0.03,0.19,0.06,0.21,0.16
956,60,1.5,false,true,High,179,32.17339759785439,0.54,329,52214,0.36,0.02,0.19,0.07,0.21,0.15
939,40,0,false,true,High,337,48.10316010417072,0.68,284,0,0.34,0.03,0.2,0.06,0.21,0.17
938,20,100,false,true,Low,255,40.69362926108757,0.61,328,54544,0.35,0.03,0.19,0.06,0.22,0.16
945,40,100,false,true,High,183,35.24701675282777,0.5,324,99663,0.36,0.02,0.19,0.06,0.21,0.16
947,40,0.5,false,true,Low,273,41.83056710848525,0.63,288,16234,0.34,0.03,0.2,0.06,0.21,0.17
909,80,6,false,true,Low,149,26.427488630621525,0.55,465,202470,0.37,0.02,0.18,0.08,0.2,0.15
943,40,3,false,true,High,186,35.79313561627862,0.5,330,79406,0.36,0.03,0.19,0.06,0.21,0.16
934,20,1,false,true,Low,239,42.58366696466747,0.55,365,24318,0.34,0.03,0.19,0.06,0.21,0.17
954,60,0.5,false,true,High,202,35.81645741827652,0.55,342,19336,0.36,0.03,0.19,0.06,0.21,0.15
955,60,1,false,true,High,178,32.8633342402923,0.53,342,34436,0.36,0.02,0.18,0.07,0.21,0.15
948,40,1,false,true,Low,206,38.81913942550628,0.52,328,28917,0.35,0.03,0.19,0.06,0.21,0.16
952,40,100,false,true,Low,217,35.58421114004742,0.59,330,106787,0.36,0.02,0.18,0.07,0.21,0.16
977,80,1.5,false,true,Low,135,31.166673144945,0.42,373,59073,0.37,0.02,0.19,0.07,0.2,0.15
949,40,1.5,false,true,Low,230,38.281766237804646,0.58,319,41624,0.35,0.03,0.19,0.06,0.21,0.16
968,80,0.5,false,true,High,139,29.965600342053094,0.45,375,22522,0.37,0.03,0.18,0.07,0.2,0.15
937,20,6,false,true,Low,202,39.71897228592529,0.49,457,53352,0.35,0.02,0.19,0.06,0.21,0.17
944,40,6,false,true,High,194,35.417071559062464,0.53,375,100860,0.36,0.02,0.19,0.06,0.2,0.16
958,60,6,false,true,High,153,29.835386947564814,0.5,399,163153,0.37,0.02,0.18,0.07,0.21,0.15
903,80,100,false,true,High,122,25.03498270299685,0.47,561,220778,0.38,0.02,0.18,0.07,0.2,0.14
960,60,0,false,true,Low,289,45.75640377813192,0.61,302,0,0.33,0.03,0.2,0.06,0.21,0.17
961,60,0.5,false,true,Low,259,41.599292572006064,0.61,305,16424,0.35,0.03,0.19,0.06,0.21,0.16
906,80,1,false,true,Low,166,31.166673144945,0.52,571,45931,0.37,0.02,0.18,0.07,0.2,0.16
950,40,3,false,true,Low,199,35.99428615851051,0.54,357,80048,0.36,0.03,0.19,0.06,0.21,0.16
951,40,6,false,true,Low,205,35.353908345318146,0.56,413,106619,0.36,0.02,0.18,0.07,0.21,0.16
967,80,0,false,true,High,241,40.54495277335096,0.58,325,0,0.35,0.03,0.19,0.06,0.21,0.16
957,60,3,false,true,High,160,31.86535546313212,0.49,354,91572,0.36,0.02,0.18,0.07,0.21,0.15
962,60,1,false,true,Low,183,34.15575076767598,0.52,373,37308,0.36,0.02,0.19,0.06,0.21,0.16
953,60,0,false,true,High,308,44.09083841878182,0.68,364,0,0.34,0.03,0.19,0.06,0.21,0.17
969,80,1,false,true,High,139,28.30586543320247,0.48,433,44983,0.37,0.02,0.18,0.07,0.2,0.15
964,60,3,false,true,Low,170,32.74575348855288,0.5,382,92313,0.36,0.02,0.19,0.07,0.21,0.15
946,40,0,false,true,Low,310,49.02534302483772,0.61,295,0,0.33,0.03,0.2,0.06,0.22,0.17
992,0,3,false,true,Low,262,41.65954056050064,0.61,256,32370,0.35,0.03,0.2,0.06,0.21,0.16
965,60,6,false,true,Low,186,32.20935204260116,0.56,356,160264,0.37,0.02,0.18,0.07,0.21,0.15
970,80,1.5,false,true,High,151,26.93570956582579,0.54,373,60250,0.36,0.03,0.18,0.07,0.2,0.15
989,0,0.5,false,true,Low,302,47.48610409297625,0.62,265,11842,0.33,0.03,0.2,0.06,0.22,0.17
975,80,0.5,false,true,Low,210,35.25964939557663,0.58,355,20417,0.36,0.03,0.19,0.07,0.21,0.15
976,80,1,false,true,Low,163,32.72631865355463,0.48,360,41406,0.36,0.02,0.18,0.07,0.2,0.16
993,0,6,false,true,Low,242,41.31651572278152,0.57,293,32181,0.34,0.03,0.19,0.06,0.21,0.17
997,20,1,false,true,High,231,41.68189062074863,0.54,283,24257,0.34,0.03,0.19,0.06,0.21,0.16
1000,20,6,false,true,High,211,39.88708360866016,0.51,260,52694,0.35,0.03,0.19,0.06,0.21,0.16
978,80,3,false,true,Low,165,30.28821860302406,0.53,368,107506,0.37,0.02,0.18,0.07,0.2,0.15
990,0,1,false,true,Low,307,43.177401173864034,0.69,313,23922,0.34,0.03,0.2,0.06,0.21,0.16
995,20,0,false,true,High,313,50.34205309596922,0.6,240,0,0.32,0.03,0.2,0.05,0.22,0.17
994,0,100,false,true,Low,268,41.03859758230652,0.63,303,31755,0.35,0.03,0.2,0.06,0.21,0.16
991,0,1.5,false,true,Low,243,41.824736657985774,0.56,329,32768,0.34,0.03,0.19,0.06,0.21,0.17
998,20,1.5,false,true,High,235,40.42251331286197,0.56,294,35545,0.35,0.03,0.2,0.06,0.21,0.16
1001,20,100,false,true,High,222,39.032922610487034,0.55,286,50954,0.35,0.03,0.19,0.06,0.21,0.16
996,20,0.5,false,true,High,261,45.3822832044156,0.56,272,13358,0.34,0.03,0.2,0.06,0.21,0.17
1008,20,100,false,true,Low,243,39.16896645547479,0.6,306,52262,0.35,0.02,0.2,0.06,0.21,0.16
971,80,3,false,true,High,127,26.204959769891556,0.47,495,122283,0.38,0.02,0.18,0.08,0.2,0.14
1004,20,1,false,true,Low,230,41.746997317992765,0.54,285,25875,0.34,0.03,0.19,0.06,0.21,0.16
1010,40,0.5,false,true,High,245,41.432152991021105,0.57,263,14921,0.35,0.03,0.19,0.06,0.21,0.16
963,60,1.5,false,true,Low,204,35.23632759357873,0.56,480,50746,0.36,0.03,0.19,0.07,0.21,0.16
1002,20,0,false,true,Low,361,51.147627006646715,0.69,304,0,0.33,0.03,0.2,0.05,0.22,0.17
988,0,0,false,true,Low,358,52.123255723558906,0.67,329,0,0.32,0.03,0.21,0.05,0.22,0.18
974,80,0,false,true,Low,285,43.04427255412602,0.64,354,0,0.34,0.03,0.19,0.06,0.21,0.16
1003,20,0.5,false,true,Low,269,46.2655964550861,0.56,293,13507,0.34,0.03,0.2,0.05,0.22,0.17
980,80,100,false,true,Low,103,23.14300151591713,0.43,417,210557,0.38,0.02,0.18,0.08,0.2,0.14
999,20,3,false,true,High,262,38.73945660201345,0.66,304,50610,0.35,0.03,0.19,0.06,0.21,0.17
966,60,100,false,true,Low,144,30.050141874295488,0.47,483,168624,0.37,0.02,0.18,0.07,0.2,0.15
979,80,6,false,true,Low,109,26.051424573405374,0.41,461,191225,0.38,0.02,0.18,0.07,0.2,0.14
959,60,100,false,true,High,165,30.029735297547322,0.53,516,163978,0.36,0.02,0.18,0.07,0.21,0.15
1016,40,0,false,true,Low,338,48.35872818439771,0.68,233,0,0.33,0.03,0.2,0.06,0.21,0.17
1007,20,6,false,true,Low,232,40.52260271310297,0.56,302,54701,0.35,0.02,0.19,0.06,0.21,0.16
1005,20,1.5,false,true,Low,263,40.52940490535235,0.63,379,35276,0.34,0.03,0.19,0.06,0.21,0.16
972,80,6,false,true,High,110,22.845648540443893,0.47,526,199612,0.38,0.02,0.18,0.08,0.2,0.14
1023,60,0,false,true,High,274,43.8100050530571,0.61,303,0,0.34,0.03,0.19,0.06,0.21,0.16
1011,40,1,false,true,High,180,36.808605744937225,0.48,349,31330,0.36,0.03,0.18,0.07,0.21,0.16
973,80,100,false,true,High,89,21.43759474482062,0.4,505,184576,0.38,0.02,0.18,0.07,0.2,0.15
1026,60,1.5,false,true,High,178,33.08294787577253,0.52,393,55008,0.37,0.02,0.19,0.07,0.21,0.15
1009,40,0,false,true,High,295,47.536634663971704,0.6,313,0,0.33,0.03,0.2,0.06,0.21,0.17
1013,40,3,false,true,High,226,36.38103937497571,0.6,324,82256,0.36,0.03,0.18,0.07,0.2,0.16
1014,40,6,false,true,High,207,34.31317293116181,0.59,357,98697,0.36,0.02,0.19,0.06,0.2,0.16
1019,40,1.5,false,true,Low,239,36.82415361293583,0.63,329,43905,0.35,0.03,0.19,0.07,0.21,0.16
1030,60,0,false,true,Low,306,45.520270532903176,0.65,306,0,0.34,0.03,0.2,0.06,0.21,0.17
1044,80,0,false,true,Low,263,42.97042018113266,0.59,296,0,0.34,0.03,0.2,0.06,0.21,0.16
1018,40,1,false,true,Low,213,38.14086368406732,0.54,353,29946,0.35,0.03,0.19,0.06,0.21,0.16
1012,40,1.5,false,true,High,196,35.904885917518556,0.53,363,42787,0.35,0.03,0.19,0.06,0.21,0.16
1031,60,0.5,false,true,Low,242,39.50033039219497,0.6,293,16919,0.35,0.03,0.19,0.06,0.21,0.16
1032,60,1,false,true,Low,171,35.42678897656159,0.47,296,33183,0.36,0.02,0.19,0.07,0.2,0.16
1015,40,100,false,true,High,200,35.22077972558013,0.55,355,100668,0.36,0.03,0.19,0.07,0.21,0.16
1021,40,6,false,true,Low,217,35.69790492478719,0.59,374,107776,0.36,0.02,0.19,0.06,0.21,0.16
1022,40,100,false,true,Low,200,34.36273176040736,0.57,371,102450,0.35,0.02,0.19,0.06,0.2,0.16
1020,40,3,false,true,Low,207,36.77751000894002,0.55,338,79560,0.36,0.03,0.18,0.06,0.2,0.16
1060,0,1,false,true,Low,272,43.4456018968399,0.61,268,23099,0.34,0.03,0.19,0.06,0.21,0.17
1006,20,3,false,true,Low,212,39.84627045516383,0.52,447,52743,0.35,0.03,0.19,0.06,0.21,0.16
1033,60,1.5,false,true,Low,196,36.277063007735066,0.53,342,54849,0.36,0.03,0.18,0.07,0.21,0.16
1025,60,1,false,true,High,167,33.019784662028215,0.49,404,39769,0.36,0.03,0.19,0.06,0.2,0.16
1038,80,0.5,false,true,High,190,29.629377696583354,0.62,363,23092,0.37,0.02,0.18,0.07,0.2,0.15
1029,60,100,false,true,High,163,30.875150619971237,0.51,513,162851,0.37,0.02,0.18,0.07,0.2,0.15
1017,40,0.5,false,true,Low,266,42.344618494188985,0.61,428,14843,0.34,0.03,0.2,0.06,0.22,0.16
1061,0,1.5,false,true,Low,243,41.512807556263844,0.57,312,31226,0.35,0.03,0.19,0.06,0.21,0.16
1040,80,1.5,false,true,High,131,28.747036187662765,0.44,380,63739,0.37,0.03,0.18,0.08,0.2,0.14
1063,0,6,false,true,Low,225,40.359350099117655,0.54,280,30913,0.35,0.02,0.2,0.06,0.21,0.16
1045,80,0.5,false,true,Low,190,33.91573055544758,0.54,358,20573,0.36,0.03,0.18,0.07,0.21,0.16
1058,0,0,false,true,Low,362,51.074746375403265,0.69,245,0,0.32,0.03,0.2,0.05,0.22,0.18
1065,20,0,false,true,High,331,50.58110156644771,0.64,267,0,0.33,0.03,0.21,0.05,0.21,0.17
1039,80,1,false,true,High,146,27.268045244295873,0.52,447,42102,0.38,0.03,0.17,0.07,0.2,0.15
1037,80,0,false,true,High,260,39.92498153690675,0.63,357,0,0.35,0.03,0.19,0.06,0.2,0.16
1067,20,1,false,true,High,225,41.14257394954717,0.53,301,26305,0.35,0.03,0.19,0.06,0.21,0.17
1064,0,100,false,true,Low,273,42.1677614957049,0.63,297,32998,0.34,0.03,0.19,0.06,0.21,0.17
1048,80,3,false,true,Low,158,30.283359894274497,0.51,332,106823,0.38,0.02,0.18,0.08,0.2,0.15
1076,20,3,false,true,Low,241,39.88805535041007,0.59,318,53444,0.34,0.03,0.2,0.06,0.21,0.16
1027,60,3,false,true,High,145,31.635052668402846,0.45,469,94425,0.36,0.02,0.19,0.07,0.2,0.15
1070,20,6,false,true,High,246,39.910405410658065,0.6,300,52456,0.35,0.03,0.19,0.06,0.21,0.17
1066,20,0.5,false,true,High,275,45.6844948886384,0.58,281,13036,0.33,0.03,0.2,0.06,0.21,0.17
1068,20,1.5,false,true,High,253,39.74520931317293,0.62,302,37041,0.35,0.03,0.19,0.06,0.21,0.16
1072,20,0,false,true,Low,353,50.49753177595522,0.68,266,0,0.32,0.03,0.2,0.05,0.22,0.17
1073,20,0.5,false,true,Low,278,45.250126326427484,0.6,282,12847,0.34,0.03,0.2,0.06,0.21,0.17
1028,60,6,false,true,High,160,30.39511019551444,0.51,510,163221,0.37,0.02,0.18,0.07,0.2,0.15
1059,0,0.5,false,true,Low,273,47.56189994946943,0.56,334,12772,0.33,0.03,0.2,0.06,0.21,0.17
1077,20,6,false,true,Low,233,39.58681540793719,0.57,307,53783,0.35,0.03,0.2,0.06,0.21,0.16
1071,20,100,false,true,High,246,39.203949158471644,0.61,325,52145,0.35,0.02,0.19,0.06,0.21,0.17
1075,20,1.5,false,true,Low,218,39.94344463015509,0.53,320,35912,0.34,0.02,0.2,0.06,0.21,0.17
1047,80,1.5,false,true,Low,150,30.549617133750534,0.48,412,57390,0.37,0.02,0.18,0.07,0.2,0.15
1088,40,1,false,true,Low,218,38.04077428382633,0.56,277,29096,0.35,0.02,0.19,0.06,0.21,0.16
1069,20,3,false,true,High,223,39.09122711548179,0.55,335,52325,0.35,0.03,0.19,0.06,0.21,0.16
1024,60,0.5,false,true,High,217,36.05842111400474,0.58,500,20009,0.36,0.02,0.19,0.06,0.21,0.16
1036,60,100,false,true,Low,161,30.139542115287444,0.52,444,174684,0.37,0.03,0.18,0.07,0.21,0.15
1035,60,6,false,true,Low,159,29.809149920317175,0.52,464,168164,0.37,0.02,0.18,0.07,0.2,0.15
1081,40,1,false,true,High,215,36.30621526023244,0.58,346,30229,0.36,0.03,0.19,0.06,0.21,0.16
1079,40,0,false,true,High,320,47.52400202122284,0.65,303,0,0.33,0.03,0.2,0.05,0.22,0.17
1049,80,6,false,true,Low,112,26.16511835814514,0.42,475,208508,0.38,0.02,0.18,0.08,0.2,0.14
1085,40,100,false,true,High,192,33.88949352819994,0.55,311,96968,0.36,0.03,0.19,0.07,0.2,0.16
1080,40,0.5,false,true,High,241,41.048314999805655,0.57,313,16394,0.35,0.03,0.19,0.06,0.21,0.17
1078,20,100,false,true,Low,226,40.02701442064757,0.55,301,54137,0.35,0.02,0.19,0.06,0.21,0.16
1043,80,100,false,true,High,119,24.27896762156489,0.48,553,211728,0.38,0.02,0.17,0.07,0.2,0.15
1087,40,0.5,false,true,Low,308,42.374742488436276,0.71,297,15179,0.34,0.03,0.2,0.06,0.21,0.16
1074,20,1,false,true,Low,279,41.76060170249155,0.65,348,25752,0.34,0.03,0.2,0.06,0.21,0.17
1034,60,3,false,true,Low,198,33.25688964900688,0.58,484,94927,0.36,0.02,0.19,0.07,0.2,0.15
1083,40,3,false,true,High,187,35.40832588331325,0.51,334,80146,0.36,0.02,0.19,0.06,0.2,0.16
1086,40,0,false,true,Low,346,49.72305360127493,0.68,281,0,0.33,0.03,0.2,0.05,0.22,0.17
1094,60,0.5,false,true,High,201,35.211062308081004,0.55,323,18227,0.36,0.03,0.18,0.07,0.21,0.15
1089,40,1.5,false,true,Low,231,37.94068488358534,0.59,332,40965,0.35,0.02,0.2,0.06,0.21,0.16
1101,60,0.5,false,true,Low,222,39.177712131224006,0.55,279,17222,0.35,0.03,0.19,0.06,0.21,0.16
1092,40,100,false,true,Low,217,36.62494655420375,0.58,359,107465,0.36,0.03,0.19,0.06,0.21,0.16
1100,60,0,false,true,Low,297,46.73591946204377,0.62,289,0,0.33,0.03,0.2,0.06,0.21,0.17
1096,60,1.5,false,true,High,212,32.514478952073695,0.63,368,51780,0.37,0.03,0.19,0.07,0.2,0.15
1050,80,100,false,true,Low,153,25.61025381894508,0.58,477,236356,0.38,0.02,0.18,0.08,0.2,0.14
1091,40,6,false,true,Low,204,35.98942744976095,0.55,366,108434,0.36,0.02,0.19,0.06,0.21,0.15
1090,40,3,false,true,Low,217,35.79702258327827,0.59,322,76972,0.36,0.02,0.19,0.06,0.2,0.16
1093,60,0,false,true,High,307,44.092781902281644,0.68,319,0,0.34,0.03,0.2,0.06,0.21,0.17
1084,40,6,false,true,High,179,33.08294787577253,0.53,375,95964,0.36,0.03,0.19,0.06,0.21,0.16
1102,60,1,false,true,Low,215,34.779608971119835,0.6,317,32759,0.36,0.02,0.2,0.06,0.21,0.16
1042,80,6,false,true,High,111,24.78621681501924,0.44,577,219035,0.37,0.03,0.18,0.07,0.2,0.15
1082,40,1.5,false,true,High,202,36.357717572977805,0.54,333,44858,0.36,0.02,0.19,0.06,0.21,0.16
1109,80,1,false,true,High,137,28.1455280444669,0.47,369,41648,0.37,0.02,0.18,0.08,0.2,0.14
1046,80,1,false,true,Low,158,31.503867532164655,0.49,518,42149,0.36,0.03,0.18,0.07,0.21,0.15
1097,60,3,false,true,High,151,31.72833987639445,0.46,358,94644,0.36,0.03,0.18,0.07,0.2,0.16
1103,60,1.5,false,true,Low,188,33.842849924204145,0.54,340,50465,0.36,0.02,0.19,0.06,0.21,0.16
1041,80,3,false,true,High,164,26.079605084152835,0.61,633,125286,0.38,0.02,0.18,0.07,0.2,0.14
1130,0,1,false,true,Low,258,42.95390057138415,0.58,288,23487,0.34,0.03,0.19,0.06,0.21,0.17
1115,80,0.5,false,true,Low,212,33.601857970225836,0.61,371,21693,0.36,0.03,0.19,0.07,0.21,0.16
1128,0,0,false,true,Low,369,52.155323201306025,0.69,236,0,0.32,0.03,0.2,0.05,0.22,0.18
1107,80,0,false,true,High,249,40.003692618649666,0.6,358,0,0.35,0.03,0.19,0.06,0.2,0.16
